Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
South Dakota,2019,28,07/13/2019,152,141,,29,,11,,,,,0,42,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2019,29,07/20/2019,130,112,0,23,,,,11,,,,34,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,30,07/27/2019,146,129,,37,,13,0,,,,0,28,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,31,08/03/2019,171,158,,34,,10,,13,0,,0,43,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,32,08/10/2019,160,137,,43,,,,,,0,0,36,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
South Dakota,2019,33,08/17/2019,154,134,,30,,,,12,,,0,32,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,34,08/24/2019,176,160,,43,,,,,,,,29,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,35,08/31/2019,158,141,0,37,,10,,,,,0,32,14,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2019,36,09/07/2019,166,148,,39,,,,10,,,,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,37,09/14/2019,139,122,,29,,,,,,,0,32,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,38,09/21/2019,166,145,,27,,10,,10,,0,,37,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,39,09/28/2019,164,146,,37,,,,15,0,,,35,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2019,40,10/05/2019,162,149,,29,,10,,,,,0,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,41,10/12/2019,148,129,,28,,13,,,,0,,34,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,42,10/19/2019,166,152,,37,10,15,,,,,,29,10,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2019,43,10/26/2019,164,145,,31,,10,,17,,,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,44,11/02/2019,169,146,,38,10,13,,12,,,0,26,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,45,11/09/2019,174,147,,32,,12,,12,,,0,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,46,11/16/2019,184,163,,37,,,,,,0,0,49,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2019,47,11/23/2019,175,155,,35,,17,,,,,0,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,48,11/30/2019,146,126,,29,,,,,,0,,35,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2019,49,12/07/2019,172,158,,35,,10,,14,,,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,50,12/14/2019,151,144,,34,,12,,,0,0,0,38,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
South Dakota,2019,51,12/21/2019,151,138,,29,,11,,15,,,0,28,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2019,52,12/28/2019,155,146,,37,,,,12,,0,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,1,01/04/2020,169,145,,38,,,,,,,0,39,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,2,01/11/2020,168,155,0,38,,,,13,,,0,32,11,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,3,01/18/2020,168,155,0,30,,12,,,0,0,0,44,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
South Dakota,2020,4,01/25/2020,149,141,,32,,15,,,,,0,29,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,5,02/01/2020,162,152,,39,,11,,,,,,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,6,02/08/2020,149,143,,41,,,,10,,,0,25,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,7,02/15/2020,177,165,,38,,12,,13,,,0,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2020,8,02/22/2020,174,158,,35,12,15,,12,,,,36,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
South Dakota,2020,9,02/29/2020,161,147,,32,,,,12,,,0,33,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,10,03/07/2020,191,180,,49,,13,,17,,0,0,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,11,03/14/2020,166,155,,35,10,10,,10,,,0,42,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,12,03/21/2020,160,151,,28,,,,14,,,0,26,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
South Dakota,2020,13,03/28/2020,144,139,,36,,,,10,,0,,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,14,04/04/2020,164,152,,39,,,0,,0,0,,34,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,15,04/11/2020,145,134,,26,,11,,,,,0,41,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,16,04/18/2020,144,134,,31,,,,,,,0,24,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,17,04/25/2020,144,135,,34,,11,,,,0,0,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2020,18,05/02/2020,96,92,0,23,,,0,,,0,0,16,,10,10,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
South Dakota,2020,19,05/09/2020,26,25,0,,0,,0,,0,0,0,,,0,0,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
Tennessee,2019,1,01/05/2019,1575,1435,18,292,52,61,42,117,19,24,17,360,87,0,0,,,,,,,,,,,,,,,
Tennessee,2019,2,01/12/2019,1489,1364,21,301,33,74,31,110,32,28,21,355,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,3,01/19/2019,1486,1356,15,296,35,68,33,88,25,22,16,347,70,0,0,,,,,,,,,,,,,,,
Tennessee,2019,4,01/26/2019,1482,1325,16,291,47,66,28,83,22,26,13,322,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,5,02/02/2019,1488,1370,28,298,53,75,45,87,17,18,24,312,81,0,0,,,,,,,,,,,,,,,
Tennessee,2019,6,02/09/2019,1544,1410,21,315,49,74,42,97,21,22,15,369,57,0,0,,,,,,,,,,,,,,,
Tennessee,2019,7,02/16/2019,1547,1441,19,296,49,78,45,110,24,17,17,370,78,0,0,,,,,,,,,,,,,,,
Tennessee,2019,8,02/23/2019,1540,1434,19,301,43,77,30,108,18,19,25,381,80,0,0,,,,,,,,,,,,,,,
Tennessee,2019,9,03/02/2019,1500,1357,19,300,38,52,37,122,14,28,15,354,69,0,0,,,,,,,,,,,,,,,
Tennessee,2019,10,03/09/2019,1481,1350,12,296,43,59,29,100,17,25,10,386,101,0,0,,,,,,,,,,,,,,,
Tennessee,2019,11,03/16/2019,1449,1319,15,277,36,66,32,101,24,18,21,343,92,0,0,,,,,,,,,,,,,,,
Tennessee,2019,12,03/23/2019,1471,1356,23,301,37,74,36,102,17,24,19,350,82,0,0,,,,,,,,,,,,,,,
Tennessee,2019,13,03/30/2019,1479,1339,26,304,36,48,35,97,20,22,23,338,66,0,0,,,,,,,,,,,,,,,
Tennessee,2019,14,04/06/2019,1561,1407,20,301,46,67,30,102,26,16,17,377,73,0,0,,,,,,,,,,,,,,,
Tennessee,2019,15,04/13/2019,1494,1347,10,288,46,50,36,91,28,26,19,353,79,0,0,,,,,,,,,,,,,,,
Tennessee,2019,16,04/20/2019,1458,1317,18,298,34,66,31,106,22,31,24,322,70,0,0,,,,,,,,,,,,,,,
Tennessee,2019,17,04/27/2019,1518,1383,22,278,47,53,27,96,30,12,24,376,91,0,0,,,,,,,,,,,,,,,
Tennessee,2019,18,05/04/2019,1402,1269,17,273,42,73,20,81,16,15,16,340,66,0,0,,,,,,,,,,,,,,,
Tennessee,2019,19,05/11/2019,1415,1278,22,294,43,57,26,101,25,19,20,334,63,0,0,,,,,,,,,,,,,,,
Tennessee,2019,20,05/18/2019,1441,1289,22,273,47,66,28,88,19,20,14,332,76,0,0,,,,,,,,,,,,,,,
Tennessee,2019,21,05/25/2019,1486,1338,19,301,51,49,21,92,25,15,15,351,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,22,06/01/2019,1461,1307,24,318,38,63,30,101,21,34,12,310,63,0,0,,,,,,,,,,,,,,,
Tennessee,2019,23,06/08/2019,1446,1291,15,294,45,52,25,78,21,10,12,340,62,0,0,,,,,,,,,,,,,,,
Tennessee,2019,24,06/15/2019,1419,1256,15,303,37,57,13,86,15,26,21,329,57,0,0,,,,,,,,,,,,,,,
Tennessee,2019,25,06/22/2019,1369,1229,14,277,39,60,24,69,16,15,17,300,78,0,0,,,,,,,,,,,,,,,
Tennessee,2019,26,06/29/2019,1407,1267,11,307,40,54,23,93,20,27,18,317,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,27,07/06/2019,1450,1287,17,285,40,62,24,72,14,25,26,334,87,0,0,,,,,,,,,,,,,,,
Tennessee,2019,28,07/13/2019,1317,1163,19,270,42,47,15,83,15,19,16,285,61,0,0,,,,,,,,,,,,,,,
Tennessee,2019,29,07/20/2019,1350,1198,11,267,37,51,27,69,17,15,20,334,58,0,0,,,,,,,,,,,,,,,
Tennessee,2019,30,07/27/2019,1347,1210,13,269,38,57,20,93,20,22,19,300,74,0,0,,,,,,,,,,,,,,,
Tennessee,2019,31,08/03/2019,1389,1247,11,287,48,61,18,81,22,19,,310,78,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Tennessee,2019,32,08/10/2019,1370,1233,,278,45,63,24,80,18,24,15,316,73,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Tennessee,2019,33,08/17/2019,1344,1209,11,263,46,68,20,83,23,24,17,297,72,0,0,,,,,,,,,,,,,,,
Tennessee,2019,34,08/24/2019,1387,1254,17,300,47,65,19,85,16,15,17,304,90,0,0,,,,,,,,,,,,,,,
Tennessee,2019,35,08/31/2019,1377,1229,18,283,37,59,11,88,14,18,13,306,58,0,0,,,,,,,,,,,,,,,
Tennessee,2019,36,09/07/2019,1367,1204,22,281,37,56,18,79,15,17,21,324,71,0,0,,,,,,,,,,,,,,,
Tennessee,2019,37,09/14/2019,1408,1264,18,278,41,61,20,104,26,15,12,343,65,0,0,,,,,,,,,,,,,,,
Tennessee,2019,38,09/21/2019,1391,1245,19,260,51,45,27,72,24,22,19,337,64,0,0,,,,,,,,,,,,,,,
Tennessee,2019,39,09/28/2019,1389,1254,21,293,44,48,19,89,17,23,15,302,73,0,0,,,,,,,,,,,,,,,
Tennessee,2019,40,10/05/2019,1385,1209,18,273,50,59,19,73,27,18,12,307,64,0,0,,,,,,,,,,,,,,,
Tennessee,2019,41,10/12/2019,1364,1205,24,268,34,51,12,72,21,24,21,295,67,0,0,,,,,,,,,,,,,,,
Tennessee,2019,42,10/19/2019,1440,1293,14,278,49,60,24,81,26,27,22,329,65,0,0,,,,,,,,,,,,,,,
Tennessee,2019,43,10/26/2019,1523,1386,25,307,47,66,24,84,21,20,13,349,84,0,0,,,,,,,,,,,,,,,
Tennessee,2019,44,11/02/2019,1371,1241,14,255,31,57,12,76,11,25,20,322,74,0,0,,,,,,,,,,,,,,,
Tennessee,2019,45,11/09/2019,1478,1330,18,274,46,67,21,74,21,21,15,346,76,0,0,,,,,,,,,,,,,,,
Tennessee,2019,46,11/16/2019,1469,1318,22,252,35,76,26,82,14,23,21,359,79,0,0,,,,,,,,,,,,,,,
Tennessee,2019,47,11/23/2019,1495,1368,16,292,49,81,24,88,24,18,22,330,83,0,0,,,,,,,,,,,,,,,
Tennessee,2019,48,11/30/2019,1457,1311,24,281,38,84,31,91,18,23,17,339,63,0,0,,,,,,,,,,,,,,,
Tennessee,2019,49,12/07/2019,1572,1446,33,279,45,90,38,105,18,24,18,391,87,0,0,,,,,,,,,,,,,,,
Tennessee,2019,50,12/14/2019,1545,1389,22,285,43,71,44,115,29,25,19,347,71,0,0,,,,,,,,,,,,,,,
Tennessee,2019,51,12/21/2019,1512,1377,17,286,40,66,42,96,35,17,16,353,89,0,0,,,,,,,,,,,,,,,
Tennessee,2019,52,12/28/2019,1626,1474,17,317,46,74,46,93,38,28,30,353,84,0,0,,,,,,,,,,,,,,,
Tennessee,2020,1,01/04/2020,1608,1452,29,257,50,70,59,112,26,21,24,383,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,2,01/11/2020,1682,1546,22,306,48,78,70,119,31,27,32,338,104,0,0,,,,,,,,,,,,,,,
Tennessee,2020,3,01/18/2020,1590,1449,16,279,46,71,47,99,23,31,24,362,83,0,0,,,,,,,,,,,,,,,
Tennessee,2020,4,01/25/2020,1523,1396,13,307,50,62,52,107,19,23,26,335,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,5,02/01/2020,1582,1442,17,287,48,72,53,117,24,23,34,368,73,0,0,,,,,,,,,,,,,,,
Tennessee,2020,6,02/08/2020,1604,1463,17,324,47,73,41,117,17,31,37,333,78,0,0,,,,,,,,,,,,,,,
Tennessee,2020,7,02/15/2020,1440,1328,17,272,39,69,36,106,26,20,48,319,67,0,0,,,,,,,,,,,,,,,
Tennessee,2020,8,02/22/2020,1503,1369,23,289,51,57,30,95,28,22,41,342,62,0,0,,,,,,,,,,,,,,,
Tennessee,2020,9,02/29/2020,1484,1370,16,280,55,70,38,95,23,20,52,352,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,10,03/07/2020,1596,1439,16,311,49,61,47,110,33,20,66,362,66,0,0,,,,,,,,,,,,,,,
Tennessee,2020,11,03/14/2020,1570,1433,19,282,29,65,33,95,36,14,82,354,85,0,0,,,,,,,,,,,,,,,
Tennessee,2020,12,03/21/2020,1501,1414,14,280,62,72,44,106,22,25,83,312,85,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,13,03/28/2020,1490,1387,24,287,47,66,41,110,13,22,68,324,69,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,14,04/04/2020,1526,1438,22,272,53,68,41,88,21,19,95,342,76,51,50,,,,,,,,,,,,,,,
Tennessee,2020,15,04/11/2020,1457,1376,10,239,48,87,35,86,23,22,92,337,63,50,49,,,,,,,,,,,,,,,
Tennessee,2020,16,04/18/2020,1457,1371,13,295,49,69,24,100,28,19,110,291,77,32,30,,,,,,,,,,,,,,,
Tennessee,2020,17,04/25/2020,1262,1194,14,241,41,69,22,73,10,20,118,263,54,16,17,,,,,,,,,,,,,,,
Tennessee,2020,18,05/02/2020,937,907,,191,26,54,12,48,16,18,94,187,50,,,,,Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,19,05/09/2020,386,373,,69,,20,,21,,,36,86,17,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,20,05/16/2020,,,,,0,0,0,0,0,0,0,,0,0,0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,
Texas,2019,1,01/05/2019,4285,3971,60,795,168,237,91,229,65,97,40,984,238,0,0,,,,,,,,,,,,,,,
Texas,2019,2,01/12/2019,4287,3965,53,876,156,187,115,279,80,83,40,965,233,0,0,,,,,,,,,,,,,,,
Texas,2019,3,01/19/2019,4173,3887,73,833,161,216,104,242,58,85,38,972,208,0,0,,,,,,,,,,,,,,,
Texas,2019,4,01/26/2019,4103,3756,67,788,147,208,91,238,66,78,32,935,217,0,0,,,,,,,,,,,,,,,
Texas,2019,5,02/02/2019,4198,3893,62,830,150,208,108,230,55,83,36,1007,261,0,0,,,,,,,,,,,,,,,
Texas,2019,6,02/09/2019,4134,3831,59,799,136,212,77,240,54,87,42,975,239,0,0,,,,,,,,,,,,,,,
Texas,2019,7,02/16/2019,4201,3822,65,772,166,201,78,253,72,93,30,953,226,0,0,,,,,,,,,,,,,,,
Texas,2019,8,02/23/2019,4140,3795,69,814,168,207,94,241,62,94,39,929,227,0,0,,,,,,,,,,,,,,,
Texas,2019,9,03/02/2019,4005,3682,51,789,130,206,74,233,50,66,32,971,202,0,0,,,,,,,,,,,,,,,
Texas,2019,10,03/09/2019,4274,3927,55,806,131,233,111,240,55,81,36,1015,231,0,0,,,,,,,,,,,,,,,
Texas,2019,11,03/16/2019,4199,3850,71,844,149,194,80,253,64,86,45,943,249,0,0,,,,,,,,,,,,,,,
Texas,2019,12,03/23/2019,4189,3864,71,828,150,213,71,236,66,76,29,946,221,0,0,,,,,,,,,,,,,,,
Texas,2019,13,03/30/2019,3964,3625,60,798,169,207,69,228,59,75,32,892,200,0,0,,,,,,,,,,,,,,,
Texas,2019,14,04/06/2019,3910,3583,53,733,136,198,64,235,52,85,41,921,211,0,0,,,,,,,,,,,,,,,
Texas,2019,15,04/13/2019,3973,3628,50,819,115,193,72,241,74,90,27,871,214,0,0,,,,,,,,,,,,,,,
Texas,2019,16,04/20/2019,3923,3596,58,796,140,196,58,222,58,73,39,942,207,0,0,,,,,,,,,,,,,,,
Texas,2019,17,04/27/2019,3835,3478,61,785,139,173,60,235,54,83,26,853,188,0,0,,,,,,,,,,,,,,,
Texas,2019,18,05/04/2019,3841,3484,55,760,131,187,54,204,62,85,21,862,214,0,0,,,,,,,,,,,,,,,
Texas,2019,19,05/11/2019,3749,3442,49,790,116,211,63,218,57,77,40,815,192,0,0,,,,,,,,,,,,,,,
Texas,2019,20,05/18/2019,3779,3437,55,790,125,170,58,205,60,83,26,817,200,0,0,,,,,,,,,,,,,,,
Texas,2019,21,05/25/2019,3803,3462,61,788,129,187,47,216,49,71,24,846,173,0,0,,,,,,,,,,,,,,,
Texas,2019,22,06/01/2019,3820,3433,59,821,123,191,54,220,59,75,27,794,205,0,0,,,,,,,,,,,,,,,
Texas,2019,23,06/08/2019,3941,3537,54,816,121,197,56,193,50,94,40,857,194,0,0,,,,,,,,,,,,,,,
Texas,2019,24,06/15/2019,3711,3382,52,766,109,208,45,192,66,84,29,826,172,0,0,,,,,,,,,,,,,,,
Texas,2019,25,06/22/2019,3803,3461,63,857,112,174,46,203,68,85,28,805,193,0,0,,,,,,,,,,,,,,,
Texas,2019,26,06/29/2019,3745,3365,57,786,146,172,46,184,60,72,37,814,182,0,0,,,,,,,,,,,,,,,
Texas,2019,27,07/06/2019,3843,3461,51,799,112,191,51,195,55,93,45,889,200,0,0,,,,,,,,,,,,,,,
Texas,2019,28,07/13/2019,3794,3448,61,800,116,190,42,201,50,92,37,857,188,0,0,,,,,,,,,,,,,,,
Texas,2019,29,07/20/2019,3684,3322,56,814,104,159,41,183,61,85,31,804,182,0,0,,,,,,,,,,,,,,,
Texas,2019,30,07/27/2019,3698,3348,63,786,103,192,41,176,51,67,30,827,194,0,0,,,,,,,,,,,,,,,
Texas,2019,31,08/03/2019,3843,3455,54,813,134,177,44,167,59,82,33,852,209,0,0,,,,,,,,,,,,,,,
Texas,2019,32,08/10/2019,3798,3408,51,832,122,167,44,161,55,74,32,866,206,0,0,,,,,,,,,,,,,,,
Texas,2019,33,08/17/2019,3742,3373,55,762,120,184,42,163,35,65,42,866,193,0,0,,,,,,,,,,,,,,,
Texas,2019,34,08/24/2019,3710,3353,61,815,123,180,35,170,47,76,31,833,196,0,0,,,,,,,,,,,,,,,
Texas,2019,35,08/31/2019,3700,3356,59,770,115,191,49,167,46,67,35,865,201,0,0,,,,,,,,,,,,,,,
Texas,2019,36,09/07/2019,3783,3423,46,811,115,152,43,159,54,68,41,848,186,0,0,,,,,,,,,,,,,,,
Texas,2019,37,09/14/2019,3747,3396,56,845,123,180,43,186,40,76,37,826,200,0,0,,,,,,,,,,,,,,,
Texas,2019,38,09/21/2019,3572,3260,57,729,111,169,38,189,54,71,30,786,225,0,0,,,,,,,,,,,,,,,
Texas,2019,39,09/28/2019,3804,3449,63,801,136,179,49,186,52,77,41,817,207,0,0,,,,,,,,,,,,,,,
Texas,2019,40,10/05/2019,3859,3490,63,805,156,183,38,163,62,79,33,873,221,0,0,,,,,,,,,,,,,,,
Texas,2019,41,10/12/2019,3874,3538,74,851,135,187,44,185,53,93,33,843,189,0,0,,,,,,,,,,,,,,,
Texas,2019,42,10/19/2019,3950,3639,67,865,113,172,50,193,44,79,30,943,199,0,0,,,,,,,,,,,,,,,
